"ano_pesquisa","cargo","senioridade","genero","faixa_salarial","total_respondentes","pct_dentro_do_nivel"
"2024","Analista de Suporte/Analista Técnico","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","3.33"
"2024","Analista de Suporte/Analista Técnico","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","10.53"
"2024","Analista de Suporte/Analista Técnico","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","5.26"
"2024","Analista de Suporte/Analista Técnico","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","5.26"
"2024","Analista de Suporte/Analista Técnico","Sênior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","1","5.26"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","3","15.79"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","10.53"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","10.53"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","10.53"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","10.53"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","5.26"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","5.26"
"2024","Analista de Suporte/Analista Técnico","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","5.26"
"2024","Analytics Engineer","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","4","13.79"
"2024","Analytics Engineer","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","3","10.34"
"2024","Analytics Engineer","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","3.45"
"2024","Analytics Engineer","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","3.45"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","6","20.69"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","6","20.69"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","3","10.34"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","6.9"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","3.45"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","3.45"
"2024","Analytics Engineer","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","3.45"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","8","9.76"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","6","7.32"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","4","4.88"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","1.22"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","1.22"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","1.22"
"2024","Analytics Engineer","Pleno","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","1.22"
"2024","Analytics Engineer","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","25","30.49"
"2024","Analytics Engineer","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","14","17.07"
"2024","Analytics Engineer","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","13","15.85"
"2024","Analytics Engineer","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","4","4.88"
"2024","Analytics Engineer","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","2.44"
"2024","Analytics Engineer","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","2.44"
"2024","Analytics Engineer","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","10","8.77"
"2024","Analytics Engineer","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","9","7.89"
"2024","Analytics Engineer","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","7","6.14"
"2024","Analytics Engineer","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","3","2.63"
"2024","Analytics Engineer","Sênior","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","0.88"
"2024","Analytics Engineer","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","0.88"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","29","25.44"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","27","23.68"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","17","14.91"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","3","2.63"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","2","1.75"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","1.75"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","1.75"
"2024","Analytics Engineer","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","0.88"
"2024","Arquiteto de Dados/Data Architect","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","100.0"
"2024","Arquiteto de Dados/Data Architect","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","20.0"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","30.0"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","2","20.0"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","10.0"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","10.0"
"2024","Arquiteto de Dados/Data Architect","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","10.0"
"2024","Arquiteto de Dados/Data Architect","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","4","10.81"
"2024","Arquiteto de Dados/Data Architect","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","2.7"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","15","40.54"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","7","18.92"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","4","10.81"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","5.41"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","5.41"
"2024","Arquiteto de Dados/Data Architect","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","2","5.41"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","8","6.78"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","8","6.78"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","5","4.24"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","3","2.54"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","2","1.69"
"2024","Cientista de Dados/Data Scientist","Júnior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","0.85"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","25","21.19"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","17","14.41"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","15","12.71"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","14","11.86"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","9","7.63"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","9","7.63"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","0.85"
"2024","Cientista de Dados/Data Scientist","Júnior","Masculino","Menos de R$ 1.000/mês","1","0.85"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","37","16.16"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","16","6.99"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","6","2.62"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 16.001/mês a R$ 20.000/mês","2","0.87"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","0.87"
"2024","Cientista de Dados/Data Scientist","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","0.87"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","77","33.62"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","42","18.34"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","22","9.61"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","15","6.55"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","4","1.75"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","0.44"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","0.44"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","0.44"
"2024","Cientista de Dados/Data Scientist","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","0.44"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","30","8.96"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","20","5.97"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","14","4.18"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","3","0.9"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","0.3"
"2024","Cientista de Dados/Data Scientist","Sênior","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","0.3"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","103","30.75"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","53","15.82"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","50","14.93"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","28","8.36"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","13","3.88"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","8","2.39"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","6","1.79"
"2024","Cientista de Dados/Data Scientist","Sênior","Masculino","Acima de R$ 40.001/mês","5","1.49"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","25.0"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","25.0"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","25.0"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","25.0"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","33.33"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","13.33"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","6.67"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","13.33"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","13.33"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","13.33"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","6.67"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","12","19.67"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","7","11.48"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","3","4.92"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","3.28"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Feminino","de R$ 25.001/mês a R$ 30.000/mês","1","1.64"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","12","19.67"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","11","18.03"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","7","11.48"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","4","6.56"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","1.64"
"2024","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","1.64"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","5","17.24"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","3","10.34"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","3.45"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","6","20.69"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","5","17.24"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","3","10.34"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","6.9"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","Menos de R$ 1.000/mês","2","6.9"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","3.45"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","3.45"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","3","6.12"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","4.08"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","14","28.57"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","9","18.37"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","7","14.29"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","6","12.24"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","2.04"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","3","6.82"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","2.27"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","11","25.0"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","11","25.0"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","9","20.45"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","3","6.82"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","4.55"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","2","4.55"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","2.27"
"2024","Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas","Sênior","Masculino","Acima de R$ 40.001/mês","1","2.27"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","8","8.7"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","5","5.43"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","4","4.35"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","4","4.35"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","2","2.17"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Feminino","Menos de R$ 1.000/mês","1","1.09"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","23","25.0"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","13","14.13"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","11","11.96"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","11","11.96"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","3","3.26"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","3.26"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","Menos de R$ 1.000/mês","2","2.17"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","1.09"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.09"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","12","5.77"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","11","5.29"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","8","3.85"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","3","1.44"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Feminino","de R$ 25.001/mês a R$ 30.000/mês","1","0.48"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","80","38.46"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","36","17.31"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","22","10.58"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","21","10.1"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","5","2.4"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 30.001/mês a R$ 40.000/mês","3","1.44"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","3","1.44"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","0.48"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","0.48"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","Masculino","Menos de R$ 1.000/mês","1","0.48"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","13","4.22"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","7","2.27"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","3","0.97"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","0.32"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","0.32"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","0.32"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","80","25.97"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","75","24.35"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","47","15.26"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","24","7.79"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","21","6.82"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Acima de R$ 40.001/mês","14","4.55"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","14","4.55"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","6","1.95"
"2024","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","Masculino","Menos de R$ 1.000/mês","1","0.32"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","11.11"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","11.11"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","3","33.33"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","22.22"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","11.11"
