"ano_pesquisa","cargo","senioridade","genero","faixa_salarial","total_respondentes","pct_dentro_do_nivel"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","11.11"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","6","16.67"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","2","5.56"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","5.56"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","2.78"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","12","33.33"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","7","19.44"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 30.001/mês a R$ 40.000/mês","2","5.56"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","2","5.56"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","2.78"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","2.78"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","4","6.9"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","3","5.17"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","Acima de R$ 40.001/mês","1","1.72"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","1.72"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","13","22.41"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","10","17.24"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","7","12.07"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","6","10.34"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","6","10.34"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","Acima de R$ 40.001/mês","4","6.9"
"2024","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","3","5.17"
"2024","Estatístico","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","20.0"
"2024","Estatístico","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","20.0"
"2024","Estatístico","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","40.0"
"2024","Estatístico","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","20.0"
"2024","Estatístico","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","14.29"
"2024","Estatístico","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","14.29"
"2024","Estatístico","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","28.57"
"2024","Estatístico","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","14.29"
"2024","Estatístico","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","14.29"
"2024","Estatístico","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","14.29"
"2024","Estatístico","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","20.0"
"2024","Estatístico","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","4","80.0"
"2024","Não informado","Não informado","Feminino","Não informado","84","6.03"
"2024","Não informado","Não informado","Feminino","de R$ 16.001/mês a R$ 20.000/mês","41","2.94"
"2024","Não informado","Não informado","Feminino","de R$ 12.001/mês a R$ 16.000/mês","37","2.66"
"2024","Não informado","Não informado","Feminino","de R$ 8.001/mês a R$ 12.000/mês","32","2.3"
"2024","Não informado","Não informado","Feminino","de R$ 20.001/mês a R$ 25.000/mês","25","1.79"
"2024","Não informado","Não informado","Feminino","de R$ 25.001/mês a R$ 30.000/mês","18","1.29"
"2024","Não informado","Não informado","Feminino","de R$ 30.001/mês a R$ 40.000/mês","15","1.08"
"2024","Não informado","Não informado","Feminino","de R$ 6.001/mês a R$ 8.000/mês","9","0.65"
"2024","Não informado","Não informado","Feminino","Acima de R$ 40.001/mês","6","0.43"
"2024","Não informado","Não informado","Feminino","de R$ 2.001/mês a R$ 3.000/mês","5","0.36"
"2024","Não informado","Não informado","Feminino","de R$ 3.001/mês a R$ 4.000/mês","4","0.29"
"2024","Não informado","Não informado","Feminino","de R$ 1.001/mês a R$ 2.000/mês","4","0.29"
"2024","Não informado","Não informado","Feminino","de R$ 4.001/mês a R$ 6.000/mês","3","0.22"
"2024","Não informado","Não informado","Masculino","Não informado","268","19.24"
"2024","Não informado","Não informado","Masculino","de R$ 16.001/mês a R$ 20.000/mês","164","11.77"
"2024","Não informado","Não informado","Masculino","de R$ 12.001/mês a R$ 16.000/mês","141","10.12"
"2024","Não informado","Não informado","Masculino","de R$ 20.001/mês a R$ 25.000/mês","128","9.19"
"2024","Não informado","Não informado","Masculino","de R$ 8.001/mês a R$ 12.000/mês","87","6.25"
"2024","Não informado","Não informado","Masculino","de R$ 25.001/mês a R$ 30.000/mês","83","5.96"
"2024","Não informado","Não informado","Masculino","de R$ 30.001/mês a R$ 40.000/mês","81","5.81"
"2024","Não informado","Não informado","Masculino","Acima de R$ 40.001/mês","64","4.59"
"2024","Não informado","Não informado","Masculino","de R$ 6.001/mês a R$ 8.000/mês","48","3.45"
"2024","Não informado","Não informado","Masculino","de R$ 4.001/mês a R$ 6.000/mês","23","1.65"
"2024","Não informado","Não informado","Masculino","de R$ 3.001/mês a R$ 4.000/mês","12","0.86"
"2024","Não informado","Não informado","Masculino","de R$ 2.001/mês a R$ 3.000/mês","5","0.36"
"2024","Não informado","Não informado","Masculino","de R$ 1.001/mês a R$ 2.000/mês","3","0.22"
"2024","Não informado","Não informado","Masculino","Menos de R$ 1.000/mês","3","0.22"
"2024","Outra Opção","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","12","8.89"
"2024","Outra Opção","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","10","7.41"
"2024","Outra Opção","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","4","2.96"
"2024","Outra Opção","Júnior","Feminino","Menos de R$ 1.000/mês","3","2.22"
"2024","Outra Opção","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","3","2.22"
"2024","Outra Opção","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","1.48"
"2024","Outra Opção","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","1.48"
"2024","Outra Opção","Júnior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","0.74"
"2024","Outra Opção","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","31","22.96"
"2024","Outra Opção","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","26","19.26"
"2024","Outra Opção","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","14","10.37"
"2024","Outra Opção","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","9","6.67"
"2024","Outra Opção","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","6","4.44"
"2024","Outra Opção","Júnior","Masculino","Menos de R$ 1.000/mês","5","3.7"
"2024","Outra Opção","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","5","3.7"
"2024","Outra Opção","Júnior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","0.74"
"2024","Outra Opção","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","0.74"
"2024","Outra Opção","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","6","10.17"
"2024","Outra Opção","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","5","8.47"
"2024","Outra Opção","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","5","8.47"
"2024","Outra Opção","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","4","6.78"
"2024","Outra Opção","Pleno","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","1.69"
"2024","Outra Opção","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","1","1.69"
"2024","Outra Opção","Pleno","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","1.69"
"2024","Outra Opção","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","7","11.86"
"2024","Outra Opção","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","6","10.17"
"2024","Outra Opção","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","6","10.17"
"2024","Outra Opção","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","5","8.47"
"2024","Outra Opção","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","5","8.47"
"2024","Outra Opção","Pleno","Masculino","de R$ 1.001/mês a R$ 2.000/mês","2","3.39"
"2024","Outra Opção","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","3.39"
"2024","Outra Opção","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","1.69"
"2024","Outra Opção","Pleno","Masculino","Menos de R$ 1.000/mês","1","1.69"
"2024","Outra Opção","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.69"
"2024","Outra Opção","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","6","10.0"
"2024","Outra Opção","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","5","8.33"
"2024","Outra Opção","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","4","6.67"
"2024","Outra Opção","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","3.33"
"2024","Outra Opção","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","3.33"
"2024","Outra Opção","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","11","18.33"
"2024","Outra Opção","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","7","11.67"
"2024","Outra Opção","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","6","10.0"
"2024","Outra Opção","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","3","5.0"
"2024","Outra Opção","Sênior","Masculino","Acima de R$ 40.001/mês","3","5.0"
"2024","Outra Opção","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","3","5.0"
"2024","Outra Opção","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","3.33"
"2024","Outra Opção","Sênior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","2","3.33"
"2024","Outra Opção","Sênior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","2","3.33"
"2024","Outra Opção","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","1.67"
"2024","Outra Opção","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","1.67"
"2024","Outras Engenharias (não inclui dev)","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","1","16.67"
"2024","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","16.67"
"2024","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","16.67"
"2024","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","16.67"
"2024","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","16.67"
"2024","Outras Engenharias (não inclui dev)","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","16.67"
"2024","Outras Engenharias (não inclui dev)","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","7.14"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","3","21.43"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","3","21.43"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","21.43"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","14.29"
"2024","Outras Engenharias (não inclui dev)","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","14.29"
"2024","Outras Engenharias (não inclui dev)","Sênior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","11.11"
"2024","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","4","44.44"
"2024","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","22.22"
"2024","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","11.11"
"2024","Outras Engenharias (não inclui dev)","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","1","11.11"
"2024","Professor/Pesquisador","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","1","20.0"
"2024","Professor/Pesquisador","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","20.0"
"2024","Professor/Pesquisador","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","20.0"
"2024","Professor/Pesquisador","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","20.0"
"2024","Professor/Pesquisador","Júnior","Masculino","Menos de R$ 1.000/mês","1","20.0"
"2024","Professor/Pesquisador","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","2","28.57"
"2024","Professor/Pesquisador","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","28.57"
"2024","Professor/Pesquisador","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","28.57"
"2024","Professor/Pesquisador","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","1","14.29"
"2024","Professor/Pesquisador","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","1","11.11"
"2024","Professor/Pesquisador","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","22.22"
"2024","Professor/Pesquisador","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","22.22"
"2024","Professor/Pesquisador","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","22.22"
"2024","Professor/Pesquisador","Sênior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","1","11.11"
"2024","Professor/Pesquisador","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","11.11"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","3","17.65"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","5.88"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","5.88"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Feminino","de R$ 8.001/mês a R$ 12.000/mês","1","5.88"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","4","23.53"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Masculino","de R$ 6.001/mês a R$ 8.000/mês","2","11.76"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","2","11.76"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","5.88"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Masculino","de R$ 30.001/mês a R$ 40.000/mês","1","5.88"
"2025","Analista de BI/BI Analyst","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","1","5.88"
"2025","Analista de BI/BI Analyst","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","4","7.27"
"2025","Analista de BI/BI Analyst","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","3","5.45"
"2025","Analista de BI/BI Analyst","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","2","3.64"
"2025","Analista de BI/BI Analyst","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","2","3.64"
"2025","Analista de BI/BI Analyst","Júnior","Feminino","Menos de R$ 1.000/mês","2","3.64"
"2025","Analista de BI/BI Analyst","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","2","3.64"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","12","21.82"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","11","20.0"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","6","10.91"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","6","10.91"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","2","3.64"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","1","1.82"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","Menos de R$ 1.000/mês","1","1.82"
"2025","Analista de BI/BI Analyst","Júnior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","1","1.82"
"2025","Analista de BI/BI Analyst","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","7","8.54"
"2025","Analista de BI/BI Analyst","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","3","3.66"
"2025","Analista de BI/BI Analyst","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","2","2.44"
"2025","Analista de BI/BI Analyst","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","1","1.22"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","25","30.49"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","18","21.95"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","11","13.41"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","8","9.76"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","3","3.66"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","2","2.44"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","de R$ 1.001/mês a R$ 2.000/mês","1","1.22"
"2025","Analista de BI/BI Analyst","Pleno","Masculino","Acima de R$ 40.001/mês","1","1.22"
"2025","Analista de BI/BI Analyst","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","7","12.28"
"2025","Analista de BI/BI Analyst","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","8.77"
"2025","Analista de BI/BI Analyst","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","2","3.51"
"2025","Analista de BI/BI Analyst","Sênior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","1","1.75"
"2025","Analista de BI/BI Analyst","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","17","29.82"
"2025","Analista de BI/BI Analyst","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","9","15.79"
"2025","Analista de BI/BI Analyst","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","9","15.79"
"2025","Analista de BI/BI Analyst","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","4","7.02"
"2025","Analista de BI/BI Analyst","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","3.51"
"2025","Analista de BI/BI Analyst","Sênior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","1","1.75"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Feminino","de R$ 8.001/mês a R$ 12.000/mês","5","8.62"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Feminino","de R$ 16.001/mês a R$ 20.000/mês","4","6.9"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Feminino","de R$ 12.001/mês a R$ 16.000/mês","4","6.9"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Feminino","de R$ 20.001/mês a R$ 25.000/mês","2","3.45"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Feminino","de R$ 30.001/mês a R$ 40.000/mês","1","1.72"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 12.001/mês a R$ 16.000/mês","13","22.41"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 8.001/mês a R$ 12.000/mês","11","18.97"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 16.001/mês a R$ 20.000/mês","8","13.79"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 6.001/mês a R$ 8.000/mês","4","6.9"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 4.001/mês a R$ 6.000/mês","2","3.45"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","Acima de R$ 40.001/mês","2","3.45"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 25.001/mês a R$ 30.000/mês","1","1.72"
"2025","Analista de Dados/Data Analyst","Especialista/Staff+","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","1.72"
"2025","Analista de Dados/Data Analyst","Júnior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","10","6.9"
"2025","Analista de Dados/Data Analyst","Júnior","Feminino","de R$ 2.001/mês a R$ 3.000/mês","9","6.21"
"2025","Analista de Dados/Data Analyst","Júnior","Feminino","de R$ 3.001/mês a R$ 4.000/mês","7","4.83"
"2025","Analista de Dados/Data Analyst","Júnior","Feminino","de R$ 1.001/mês a R$ 2.000/mês","7","4.83"
"2025","Analista de Dados/Data Analyst","Júnior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","6","4.14"
"2025","Analista de Dados/Data Analyst","Júnior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","2","1.38"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","32","22.07"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","21","14.48"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","de R$ 1.001/mês a R$ 2.000/mês","21","14.48"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","de R$ 2.001/mês a R$ 3.000/mês","18","12.41"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","7","4.83"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","4","2.76"
"2025","Analista de Dados/Data Analyst","Júnior","Masculino","Menos de R$ 1.000/mês","1","0.69"
"2025","Analista de Dados/Data Analyst","Pleno","Feminino","de R$ 6.001/mês a R$ 8.000/mês","20","9.52"
"2025","Analista de Dados/Data Analyst","Pleno","Feminino","de R$ 8.001/mês a R$ 12.000/mês","14","6.67"
"2025","Analista de Dados/Data Analyst","Pleno","Feminino","de R$ 4.001/mês a R$ 6.000/mês","7","3.33"
"2025","Analista de Dados/Data Analyst","Pleno","Feminino","de R$ 3.001/mês a R$ 4.000/mês","4","1.9"
"2025","Analista de Dados/Data Analyst","Pleno","Feminino","de R$ 12.001/mês a R$ 16.000/mês","2","0.95"
"2025","Analista de Dados/Data Analyst","Pleno","Feminino","de R$ 2.001/mês a R$ 3.000/mês","1","0.48"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 4.001/mês a R$ 6.000/mês","51","24.29"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 8.001/mês a R$ 12.000/mês","44","20.95"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 6.001/mês a R$ 8.000/mês","37","17.62"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 3.001/mês a R$ 4.000/mês","17","8.1"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 12.001/mês a R$ 16.000/mês","5","2.38"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 2.001/mês a R$ 3.000/mês","3","1.43"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 25.001/mês a R$ 30.000/mês","2","0.95"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 16.001/mês a R$ 20.000/mês","2","0.95"
"2025","Analista de Dados/Data Analyst","Pleno","Masculino","de R$ 20.001/mês a R$ 25.000/mês","1","0.48"
"2025","Analista de Dados/Data Analyst","Sênior","Feminino","de R$ 8.001/mês a R$ 12.000/mês","22","11.96"
"2025","Analista de Dados/Data Analyst","Sênior","Feminino","de R$ 6.001/mês a R$ 8.000/mês","7","3.8"
"2025","Analista de Dados/Data Analyst","Sênior","Feminino","de R$ 12.001/mês a R$ 16.000/mês","7","3.8"
"2025","Analista de Dados/Data Analyst","Sênior","Feminino","de R$ 4.001/mês a R$ 6.000/mês","4","2.17"
"2025","Analista de Dados/Data Analyst","Sênior","Feminino","de R$ 20.001/mês a R$ 25.000/mês","1","0.54"
"2025","Analista de Dados/Data Analyst","Sênior","Feminino","de R$ 16.001/mês a R$ 20.000/mês","1","0.54"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 8.001/mês a R$ 12.000/mês","62","33.7"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 6.001/mês a R$ 8.000/mês","24","13.04"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 12.001/mês a R$ 16.000/mês","21","11.41"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 20.001/mês a R$ 25.000/mês","11","5.98"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 30.001/mês a R$ 40.000/mês","5","2.72"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 4.001/mês a R$ 6.000/mês","5","2.72"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 25.001/mês a R$ 30.000/mês","4","2.17"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 16.001/mês a R$ 20.000/mês","4","2.17"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","de R$ 3.001/mês a R$ 4.000/mês","3","1.63"
"2025","Analista de Dados/Data Analyst","Sênior","Masculino","Acima de R$ 40.001/mês","2","1.09"
